,mmsi,vessel_name,vessel_type,flag_country
3502,211577000,SVENJA,Cargo,Germany
3506,431016948,UNAVAILABLE,Fishing,Japan
3507,431016952,UNAVAILABLE,Fishing,Japan
3508,431007387,GENPUKUMARU NO.8,Fishing,Japan
3509,667001518,JIANGHAIDA,Cargo,Sierra Leone
3513,273346710,NADEZHDA,Cargo,Russian Federation
3514,273872100,RUBINOVYY,Cargo,Russian Federation
3516,273453070,SANKITI MARU 5,Fishing,Russian Federation
3521,600900000,FU YUAN YUA608,Fishing,
3525,417005931,ZI DA WANG,Fishing,Sri Lanka
3528,412500000,LAIZHOUYANGZHI786816,Cargo,China
3529,412209137,JULONGJIAYA5,Fishing,China
3536,412420909,UNAVAILABLE,Fishing,China
3539,777777777,WWNDFF888,Fishing,
3552,413282140,YONGSHUN5869,Cargo,China
3553,413557760,HE ZHOU 10,Cargo,China
3554,431004596,UNAVAILABLE,Cargo,Japan
3555,431018782,KYUSINMARU,Fishing,Japan
3556,431000541,AISHO NO.8,Cargo,Japan
3557,431900213,TOKUYOU,Fishing,Japan
3558,431900088,UNAVAILABLE,Fishing,Japan
3559,431007932,ASHUUZAN NO.5,Cargo,Japan
3560,416005575,HSIN DAH MING NO.16,Fishing,Taiwan
3561,413286614,LIAN HE 7,Cargo,China
3562,412704254,BAO AN CHENG 89,Cargo,China
3566,273394640,REYD-2,Cargo,Russian Federation
3569,273398080,DRAKON,Fishing,Russian Federation
3570,273311430,SNUG HARBOR,Fishing,Russian Federation
3572,273342630,KAPITAN KOLESNIKOV,Fishing,Russian Federation
3576,416007494,JIA CHENG NO.268,Fishing,Taiwan
3577,431001322,UNAVAILABLE,Fishing,Japan
3578,431017451,UNAVAILABLE,Fishing,Japan
3581,273436860,SPOKOYNYY,Cargo,Russian Federation
3585,412440361,FU YUAN YU 688,Fishing,China
3586,412440683,FU YUAN YU 8675,Fishing,China
3589,412331054,LU HUANG YUAN YU 115,Fishing,China
3590,412440223,FUYUANYU66767,Fishing,China
3592,412549357,FU YUAN YU 8731,Fishing,China
3598,414282064,GUO DIAN 36,Cargo,China
3605,412751000,SHENG RONG HAI,Cargo,China
3608,273894500,NEPTUN 2,Cargo,Russian Federation
3611,431500801,UNAVAILABLE,Fishing,Japan
3614,273828000,OLKHOVATKA,Fishing,Russian Federation
3616,273618110,GITTE,Fishing,Russian Federation
3618,200027384,UNAVAILABLE,Fishing,
3621,441142000,103 BADA,Fishing,South Korea
3626,414486000,BO YUAN DONG,Cargo,China
3627,414397000,HENG XING DA,Cargo,China
3630,412421039,UNAVAILABLE,Fishing,China
3631,431005411,UNAVAILABLE,Fishing,Japan
3633,431014062,UNAVAILABLE,Fishing,Japan
3634,431017992,UNAVAILABLE,Fishing,Japan
3635,431017468,SEIUN MARU,Fishing,Japan
3636,412347549,UNAVAILABLE,Fishing,China
3637,273413770,OKEAN-2,Fishing,Russian Federation
8,412302840,RUI NING 5,Cargo,China
16,352824000,POSITIVE PIONEER,Cargo,Panama
52,477856100,ASL HONG KONG,Cargo,Hong Kong
54,373455000,GRANDE FORTUNA,Cargo,Panama
76,416000344,UNAVAILABLE,Fishing,Taiwan
85,416002274,UNAVAILABLE,Fishing,Taiwan
88,431680000,SHOEI MARU NO38,Fishing,Japan
91,431602750,DAI78KAIOUMARU,Fishing,Japan
98,548946000,NY TRADER III,Cargo,Philippines
104,416000934,JIN YIH CHERNG,Fishing,Taiwan
105,357490000,SEACON RIZHAO,Cargo,Panama
109,357993000,LADY ROSE,Cargo,Panama
111,416075700,SHUN DE SHENG NO3,Fishing,Taiwan
112,352597000,MAGPIE SW,Cargo,Panama
113,477319600,YI HUI REN HAI,Cargo,Hong Kong
114,636016327,FUJITRANS WORLD,Cargo,Liberia
115,416002934,UNAVAILABLE,Fishing,Taiwan
140,416002029,JYE AN NO.6,Fishing,Taiwan
142,416215500,UNAVAILABLE,Fishing,Taiwan
185,412450151,UNAVAILABLE,Fishing,China
189,352808000,HAE SHIN,Cargo,Panama
190,412748361,JIN SHUN 888,Fishing,China
191,412088039,UNAVAILABLE,Fishing,China
208,431012149,HARUMI MARU,Fishing,Japan
236,412419093,ZHELINGYU29866,Fishing,China
239,412354023,SU XIANG YU 02222,Fishing,China
241,412419402,UNAVAILABLE,Fishing,China
247,412442411,MINLIANYU61718,Fishing,China
250,412416127,ZHELINGYU75029,Fishing,China
255,412881967,MINXIAYU81967,Fishing,China
256,431315000,ONE COMPETENCE,Cargo,Japan
258,412411672,ZHEJIAOYULENG87027,Fishing,China
263,412418113,ZHELINGYU69035,Fishing,China
265,412450126,MINFUDINGYU08233,Fishing,China
270,412416502,ZHELINGYULENG90081,Fishing,China
271,412449897,UNAVAILABLE,Fishing,China
294,416003162,SHENG FENG NO176,Fishing,Taiwan
296,416001252,SHIN DER YIH NO.168,Fishing,Taiwan
300,416008823,UNAVAILABLE,Fishing,Taiwan
302,412452724,MIN SHI YU 07263,Fishing,China
307,412452871,UNAVAILABLE,Fishing,China
308,412450006,09999,Fishing,China
313,412449821,UNAVAILABLE,Fishing,China
314,412448886,UNAVAILABLE,Fishing,China
315,412201399,UNAVAILABLE,Fishing,China
316,200058778,UNAVAILABLE,Fishing,
317,412472222,75858,Fishing,China
318,416000257,RUEY CHIEH FA NO.10,Fishing,Taiwan
319,412449825,08223,Fishing,China
321,431011792,UNAVAILABLE,Fishing,Japan
328,431007641,MIRAI,Fishing,Japan
330,412449587,UNAVAILABLE,Fishing,China
331,412419599,UNAVAILABLE,Fishing,China
332,412416282,UNAVAILABLE,Fishing,China
333,412448635,UNAVAILABLE,Fishing,China
334,412416234,UNAVAILABLE,Fishing,China
336,412366502,UNAVAILABLE,Fishing,China
337,412416279,ZHELINGYU69187,Fishing,China
339,412417803,ZHELINGYULENG90038,Fishing,China
348,412653245,79921,Fishing,China
349,412001988,UNAVAILABLE,Fishing,China
350,412442485,MINXIAYU01438,Fishing,China
351,412451483,UNAVAILABLE,Fishing,China
353,412083104,UNAVAILABLE,Fishing,China
354,412450343,UNAVAILABLE,Fishing,China
360,200200818,MINXIAYU69866,Fishing,
361,412449571,UNAVAILABLE,Fishing,China
362,412448864,UNAVAILABLE,Fishing,China
364,412449824,08211,Fishing,China
365,412448627,UNAVAILABLE,Fishing,China
366,431007511,KAIYUMARU,Fishing,Japan
367,431018914,UNAVAILABLE,Fishing,Japan
368,412452103,MINSHIYU06869,Fishing,China
369,200050890,UNAVAILABLE,Fishing,
370,431010797,DAI8MISAKI MARU,Fishing,Japan
371,431007498,CHIEMARU,Fishing,Japan
373,431007369,UNAVAILABLE,Fishing,Japan
374,431014297,UNAVAILABLE,Fishing,Japan
377,412416598,UNAVAILABLE,Fishing,China
378,412448639,MINXIAYU01079,Fishing,China
379,413000056,MIMXIAYU88856,Fishing,China
380,200219087,67,Fishing,
381,412417399,ZHELINGYU60029,Fishing,China
382,412449278,MIN XIA YU 01107,Fishing,China
383,412448835,MINXIAYU01506,Fishing,China
384,412442611,UNAVAILABLE,Fishing,China
389,412450994,UNAVAILABLE,Fishing,China
390,412419515,ZHELINGYU25872,Fishing,China
391,412450055,UNAVAILABLE,Fishing,China
392,100922836,1,Fishing,
393,412411674,UNAVAILABLE,Fishing,China
394,412687838,01438,Fishing,China
395,412000056,MINXIAYU00381,Fishing,China
396,412449829,UNAVAILABLE,Fishing,China
398,421450336,MIN XIA YU 09806,Fishing,
399,431020217,UNAVAILABLE,Fishing,Japan
411,413273633,SHUNFA58,Cargo,China
427,431005188,UNAVAILABLE,Fishing,Japan
432,412416047,ZHELINGYUYUN61010,Cargo,China
459,431000388,UNAVAILABLE,Fishing,Japan
472,357432000,APOLLO KITA,Cargo,Panama
475,431300555,NO28ASAHIMARU,Cargo,Japan
560,374826000,HAOHENG 11,Cargo,Panama
561,477978900,GRANDSOAR,Cargo,Hong Kong
571,538090608,VEGA VENTO,Cargo,Marshall Islands
621,636021707,NEW JOYFUL,Cargo,Liberia
642,431400471,MANEIMARU NO10,Cargo,Japan
708,431015315,SHIN-EI MARU,Cargo,Japan
726,431013734,UNAVAILABLE,Fishing,Japan
728,413313988,TAIYUAN388,Cargo,China
730,412430777,ZHEDONGYU03369,Fishing,China
731,412430106,ZHEDONGYU03361,Fishing,China
735,352001183,PAN MAJESTY,Cargo,Panama
738,412416074,UNAVAILABLE,Fishing,China
739,412417205,ZHELINGYU23695,Fishing,China
748,412417955,ZHELINGYU28807,Fishing,China
751,412430756,ZHEDONGYU02969,Fishing,China
752,412430969,UNAVAILABLE,Fishing,China
753,412520941,UNAVAILABLE,Fishing,China
754,412415001,UNAVAILABLE,Fishing,China
755,412430712,ZHEDONGYU02908,Fishing,China
756,412430968,UNAVAILABLE,Fishing,China
757,412430717,UNAVAILABLE,Fishing,China
758,412415036,ZHEYUYUYUN10216,Fishing,China
759,900000966,ZHE DONG YU 02966,Fishing,
761,412416821,ZHELINGYU29843,Fishing,China
763,414230000,RONG AN CHENG,Cargo,China
765,412450911,MIN SHI YU 06369,Fishing,China
775,431003948,SAKAEMARU,Fishing,Japan
793,431007499,KIYOMARU,Fishing,Japan
797,412366557,SU XIANG YU 01222,Fishing,China
800,412411744,ZHEJIAOYULENG87025,Fishing,China
805,200000734,UNAVAILABLE,Fishing,
806,412418907,UNAVAILABLE,Fishing,China
807,412416116,ZHELINGYULENG80082,Fishing,China
808,413202016,16858,Fishing,China
818,431015878,TAIKIMARU,Fishing,Japan
819,412452714,UNAVAILABLE,Fishing,China
823,200021339,UNAVAILABLE,Fishing,
827,412432212,UNAVAILABLE,Fishing,China
830,412449036,UNAVAILABLE,Fishing,China
832,431008505,UNAVAILABLE,Fishing,Japan
833,412417359,UNAVAILABLE,Fishing,China
834,412432111,UNAVAILABLE,Fishing,China
835,431008691,UNAVAILABLE,Fishing,Japan
836,431008077,JUJUMARU,Cargo,Japan
838,412449995,UNAVAILABLE,Fishing,China
839,412448638,MINXIAYU01078,Fishing,China
840,412448647,MINXIAYU01092,Fishing,China
841,412449989,MINFUDINGYU09998,Fishing,China
842,412416016,ZHELINGYULENG90001,Fishing,China
843,412442412,UNAVAILABLE,Fishing,China
844,412450313,MIN FU DING YU 07080,Fishing,China
845,212061938,61938,Fishing,Cyprus
846,412428465,UNAVAILABLE,Fishing,China
847,412410532,UNAVAILABLE,Fishing,China
848,412418202,UNAVAILABLE,Fishing,China
849,431015877,UNAVAILABLE,Fishing,Japan
852,356460000,FALCON EXPRESS,Cargo,Panama
856,412449641,UNAVAILABLE,Fishing,China
861,412417826,UNAVAILABLE,Fishing,China
869,415001008,UNAVAILABLE,Fishing,
870,412417149,UNAVAILABLE,Fishing,China
890,431018776,UNAVAILABLE,Fishing,Japan
903,431013104,UNAVAILABLE,Cargo,Japan
904,412323364,UNAVAILABLE,Fishing,China
907,412419248,UNAVAILABLE,Fishing,China
913,412430738,UNAVAILABLE,Fishing,China
914,412430077,ZHEDONGYU02951,Fishing,China
915,412524246,QIONGDONGYU11352,Fishing,China
916,412430611,UNAVAILABLE,Fishing,China
918,412418891,ZHELINGYU23858,Fishing,China
920,412417985,UNAVAILABLE,Fishing,China
922,431501586,UNAVAILABLE,Fishing,Japan
924,538003558,GENCO COMMODUS,Cargo,Marshall Islands
925,431007504,ZENMARU,Fishing,Japan
930,412417034,ZHELINGYU29809,Fishing,China
934,412000106,UNAVAILABLE,Fishing,China
935,200009541,UNAVAILABLE,Fishing,
937,412451147,UNAVAILABLE,Fishing,China
938,413009822,UNAVAILABLE,Fishing,China
939,412441397,UNAVAILABLE,Fishing,China
944,431009028,MAYA MARU,Fishing,Japan
945,431011741,SEIYUMARU,Fishing,Japan
946,431012234,HIROHISA MARU,Fishing,Japan
947,431014179,NO6 SHINPUKUMARU,Fishing,Japan
948,431010198,NO3KOUSYOUMARU,Fishing,Japan
949,412452745,UNAVAILABLE,Fishing,China
950,200213112,UNAVAILABLE,Fishing,
952,412449021,UNAVAILABLE,Fishing,China
953,412419048,ZHE LING YU 69232,Fishing,China
958,431014897,UNAVAILABLE,Fishing,Japan
959,431000520,UNAVAILABLE,Fishing,Japan
967,412430923,ZHEDONGYU02982,Fishing,China
968,412430676,ZHEDONGYU02912,Fishing,China
969,412430072,UNAVAILABLE,Fishing,China
970,412430461,UNAVAILABLE,Fishing,China
972,412752470,ZHELINGYU23593,Fishing,China
974,431100732,UNAVAILABLE,Fishing,Japan
978,412416466,UNAVAILABLE,Fishing,China
979,416002835,UNAVAILABLE,Fishing,Taiwan
982,431012334,TOSHIMARU NO.5,Fishing,Japan
983,412449003,UNAVAILABLE,Fishing,China
985,412418217,UNAVAILABLE,Fishing,China
986,431012449,HONOKA MARU,Fishing,Japan
987,431007501,SACHIMARU,Fishing,Japan
989,412450336,MINXIAYU09768,Fishing,China
991,412416138,UNAVAILABLE,Fishing,China
992,431006246,EIKITIMARU NO.2,Fishing,Japan
994,412417661,UNAVAILABLE,Fishing,China
995,412450314,UNAVAILABLE,Fishing,China
1001,431501757,CHIYOMARU NO.3,Fishing,Japan
1004,416002783,UNAVAILABLE,Fishing,Taiwan
1012,431016012,UNAVAILABLE,Fishing,Japan
1019,431001260,TSUKASAMARU NO.33,Fishing,Japan
1023,431017867,UNAVAILABLE,Fishing,Japan
1044,563152100,WEST TRADER,Cargo,Singapore
1046,416004256,UNAVAILABLE,Fishing,Taiwan
1049,431008881,NO3HISAYOSHIMARU,Fishing,Japan
1050,431011823,UNAVAILABLE,Fishing,Japan
1053,412448847,UNAVAILABLE,Fishing,China
1054,412411673,UNAVAILABLE,Fishing,China
1055,412416345,UNAVAILABLE,Fishing,China
1056,412449639,MINFUDINGYU08277,Fishing,China
1057,412414772,ZHE YU YU 82056,Fishing,China
1059,412417776,ZHELINGYU69236,Fishing,China
1060,412419501,UNAVAILABLE,Fishing,China
1061,412451455,MIN FU DING YU 07799,Fishing,China
1063,412452094,UNAVAILABLE,Fishing,China
1064,412410536,UNAVAILABLE,Fishing,China
1065,412419518,ZHELINGYU69023,Fishing,China
1066,412417567,UNAVAILABLE,Fishing,China
1067,412417898,ZHELINGYU69218,Fishing,China
1069,412431403,UNAVAILABLE,Fishing,China
1070,412414754,UNAVAILABLE,Fishing,China
1071,431007376,RYUTOKUMARU,Fishing,Japan
1072,431012816,SHIGETO MARU,Fishing,Japan
1075,431008906,UNAVAILABLE,Fishing,Japan
1077,431008574,UNAVAILABLE,Fishing,Japan
1078,431014596,KOUKICHI MARU2,Fishing,Japan
1079,412415359,UNAVAILABLE,Fishing,China
1080,412414756,ZHE YU YU 82005,Fishing,China
1081,412414781,UNAVAILABLE,Fishing,China
1082,900069117,ZHE LING YU 69117,Fishing,
1083,413000321,UNAVAILABLE,Cargo,China
1084,412417401,UNAVAILABLE,Fishing,China
1085,412414735,UNAVAILABLE,Fishing,China
1086,412431521,ZHERUIYU13067,Fishing,China
1087,100897431,UNAVAILABLE,Fishing,
1088,412431392,UNAVAILABLE,Fishing,China
1089,431601424,IZURU MARU NO.11,Fishing,Japan
1091,412417026,UNAVAILABLE,Fishing,China
1094,412430582,UNAVAILABLE,Fishing,China
1095,412414805,ZHEYUYU32881,Fishing,China
1103,412414794,ZHEYUYU11761,Fishing,China
1106,412414732,UNAVAILABLE,Fishing,China
1107,412415062,ZHE YU YU 32262,Fishing,China
1112,431006099,UNAVAILABLE,Fishing,Japan
1113,431018554,SEIRYO MARU,Fishing,Japan
1116,431600334,FERRYTUBASA,Cargo,Japan
1119,431000922,FUKAGAWA MARU,Cargo,Japan
1122,431018744,UNAVAILABLE,Fishing,Japan
1126,431300532,NO8KOUTOKUMARU,Cargo,Japan
1128,431501647,UNAVAILABLE,Fishing,Japan
1134,431013635,NO16KAIKOUMARU,Fishing,Japan
1137,431017411,UNAVAILABLE,Fishing,Japan
1138,431016806,NO.37 KONPIRAMARU,Fishing,Japan
1143,431401432,UNAVAILABLE,Cargo,Japan
1156,441745000,LEPUS,Cargo,South Korea
1158,373660000,M/V SAZANKA,Cargo,Panama
1231,373821000,ULTRA ESTERHAZY,Cargo,Panama
1285,312152000,KIYOMI,Cargo,Belize
1287,538008680,GRUAUD LAROSE,Cargo,Marshall Islands
1288,355276000,PAZEH WISDOM,Cargo,Panama
1290,255601240,ELISABETH OLDENDORFF,Cargo,Madeira
1326,431016051,UNAVAILABLE,Fishing,Japan
1339,431013052,NICHIWAMARU,Cargo,Japan
1441,431004541,UNAVAILABLE,Fishing,Japan
1699,538007936,ANNA G.,Cargo,Marshall Islands
1719,431016919,FUKUYU-MARU NO.25,Fishing,Japan
1724,636021456,TAI KEENNESS,Cargo,Liberia
1727,305187000,BBC DART,Cargo,Antigua and Barbuda
1728,477389600,HEBEI QINHUANGDAO,Cargo,Hong Kong
1733,636020464,STAR NICOLE,Cargo,Liberia
1741,431017304,UNAVAILABLE,Fishing,Japan
1748,431900036,UNAVAILABLE,Fishing,Japan
1764,431018511,KEISHOUMARU,Fishing,Japan
1768,431017034,YURYOMARU,Fishing,Japan
1772,431017693,TOYOMARU,Fishing,Japan
1779,431602285,TOUSHIN MARU,Cargo,Japan
1796,431015447,UNAVAILABLE,Fishing,Japan
1798,431018494,KIRIN,Fishing,Japan
1799,431500260,UWAKAI NO.2,Fishing,Japan
1807,431008312,HOUEIMARU,Fishing,Japan
1812,431279000,KATSUHO MARU NO.8,Fishing,Japan
1813,431017916,UNAVAILABLE,Fishing,Japan
1815,431017441,AMANEMARU,Fishing,Japan
1816,431008908,RYUSHOUMARU,Fishing,Japan
1819,431014316,UNAVAILABLE,Fishing,Japan
1820,412449996,UNAVAILABLE,Fishing,China
1821,431007034,UNAVAILABLE,Fishing,Japan
1822,431012879,KEN MARU,Fishing,Japan
1825,412452113,UNAVAILABLE,Fishing,China
1827,412419308,UNAVAILABLE,Fishing,China
1834,223508939,UNAVAILABLE,Fishing,
1837,200011678,ZHE YU YU11678,Fishing,
1838,412414641,ZHEYUYU32233,Fishing,China
1839,412414525,UNAVAILABLE,Fishing,China
1840,412435512,ZHEXIANGYU76077,Fishing,China
1851,431010778,KENYOUMARU NO.2,Fishing,Japan
1857,431300273,KOUEIMARU,Fishing,Japan
1860,431900202,UNAVAILABLE,Fishing,Japan
1862,457292000,DIOMID,Cargo,Mongolia
1866,431013594,KUMI MARU NO.3,Cargo,Japan
1867,431501773,MEIHOU MARU,Cargo,Japan
1884,431014511,TOSHIN MARU,Cargo,Japan
1885,431013757,KHOEIMARU,Fishing,Japan
1886,431008109,UNAVAILABLE,Fishing,Japan
1888,431015867,UNAVAILABLE,Fishing,Japan
1894,431014489,UNAVAILABLE,Fishing,Japan
1896,416002529,CHAU SHEN NO 111,Fishing,Taiwan
1897,416003158,KUN CHI CHAI,Fishing,Taiwan
1900,431008882,MIWA,Fishing,Japan
1901,431011272,HIRO MARU,Fishing,Japan
1902,412415379,ZHEYUYU10777,Fishing,China
1903,412418662,UNAVAILABLE,Fishing,China
1907,415970680,UNAVAILABLE,Fishing,
1910,412430961,UNAVAILABLE,Fishing,China
1912,412414817,UNAVAILABLE,Fishing,China
1914,412418895,UNAVAILABLE,Fishing,China
1915,100922839,1,Fishing,
1916,412432722,ZHECANGYU08868,Fishing,China
1917,100902505,UNAVAILABLE,Fishing,
1918,412431927,UNAVAILABLE,Fishing,China
1919,412431506,ZHERUIYU12272,Fishing,China
1921,412415573,ZHE YU YU 11678,Fishing,China
1923,412415384,UNAVAILABLE,Fishing,China
1924,431400745,SHINSHO MARU,Fishing,Japan
1925,431300384,UNAVAILABLE,Fishing,Japan
1927,431700589,UNAVAILABLE,Fishing,Japan
1929,431010643,HOUSEI MARU,Fishing,Japan
1932,431015549,SEIYUUMARU,Fishing,Japan
1935,431009765,DAIKOKUMARU,Fishing,Japan
1945,431018898,SUSAMARU,Fishing,Japan
1946,431602288,FUKUSHO MARU NO.8.,Cargo,Japan
1951,440408520,UNAVAILABLE,Fishing,South Korea
1961,412421049,NINGTAILENG7,Cargo,China
1964,416000499,MING TSAIR FA,Fishing,Taiwan
1967,416000636,LIAN CHENG FA NO.6,Fishing,Taiwan
1969,416000212,UNAVAILABLE,Fishing,Taiwan
1977,416002105,JINN JI SHYANG NO.22,Fishing,Taiwan
1992,477790300,PACIFIC HARMONY,Cargo,Hong Kong
2049,576726000,ZHENG YU,Fishing,Vanuatu
2062,431000705,SATSUKI MARU,Cargo,Japan
2081,431654000,ONE GRUS,Cargo,Japan
2108,412549168,PUYUAN713,Fishing,China
2109,416002893,UNAVAILABLE,Fishing,Taiwan
2110,111111113,1,Fishing,
2112,416000205,MAN I FENG NO22,Fishing,Taiwan
2114,416003452,UNAVAILABLE,Fishing,Taiwan
2115,477006700,CHIPOL HUANGHE,Cargo,Hong Kong
2130,431000878,UNAVAILABLE,Cargo,Japan
2135,431000476,UNAVAILABLE,Fishing,Japan
2136,787258901,787258901         9,Fishing,
2137,416174600,UNAVAILABLE,Fishing,Taiwan
2163,431200030,UNAVAILABLE,Fishing,Japan
2168,357028000,DURBAN BAY,Cargo,Panama
2347,431018463,UNAVAILABLE,Fishing,Japan
2403,431000145,KIYOSHIO MARU,Cargo,Japan
2464,431005886,UNAVAILABLE,Cargo,Japan
2506,431004157,KANECHOMARU,Fishing,Japan
2507,431600943,KOHYOH MARU NO.58,Fishing,Japan
2723,431501637,ASHUZANMARU N0.8,Cargo,Japan
2792,431800693,UNAVAILABLE,Fishing,Japan
2856,431700322,UNAVAILABLE,Fishing,Japan
2869,431009052,UNAVAILABLE,Fishing,Japan
2870,431005641,MYOUJINMARU NO38,Fishing,Japan
2879,431500130,SINSEIMARU NO.23,Fishing,Japan
2894,431400525,FUKUYOSHIMARU NO.5,Cargo,Japan
2915,431000571,SHINKOMARU NO.8,Cargo,Japan
2951,431013995,NO.2FUJIYOSHIMARU,Fishing,Japan
2957,431000565,SYOUKEI MARU NO.7,Cargo,Japan
2960,431700578,RYUJINMARU NO86,Fishing,Japan
2961,431331000,EISEI MARU,Fishing,Japan
2962,431015382,DAIRINMARU NO.51,Fishing,Japan
2966,431501318,WAKASEI MARU,Cargo,Japan
2967,431013794,UNAVAILABLE,Fishing,Japan
2968,431013074,UNAVAILABLE,Fishing,Japan
2971,431500317,TENYOMARU,Cargo,Japan
2973,431012606,MARUSANMARU NO10,Fishing,Japan
2975,431015155,UNAVAILABLE,Fishing,Japan
2976,431012608,UNAVAILABLE,Fishing,Japan
2983,416002222,UNAVAILABLE,Fishing,Taiwan
2984,416227600,UNAVAILABLE,Fishing,Taiwan
2985,416001344,SHIN SHYANG YIH 116,Fishing,Taiwan
2988,431600660,UNAVAILABLE,Fishing,Japan
2991,431014878,UNAVAILABLE,Fishing,Japan
2996,431500950,OOGUROKOUEIMARU,Fishing,Japan
2997,431501724,KAIENMARU NO.1,Fishing,Japan
2998,431000168,UNAVAILABLE,Fishing,Japan
2999,431069000,SAGAMYOJINMARU NO.88,Fishing,Japan
3021,431300078,UNAVAILABLE,Cargo,Japan
3148,431700235,KAIKOUMARU NO.38,Fishing,Japan
3170,273359630,BRATTEGG,Fishing,Russian Federation
3171,431008827,UNAVAILABLE,Fishing,Japan
3172,636018364,NAVIOS CHRYSALIS,Cargo,Liberia
3176,416003735,JIN HAE FUH NO16,Fishing,Taiwan
3179,416002537,MAAN YIH NO268,Fishing,Taiwan
3180,416000993,UNAVAILABLE,Fishing,Taiwan
3182,431600960,UNAVAILABLE,Fishing,Japan
3187,431016137,NO18 KOUYUUMARU,Fishing,Japan
3204,273390960,OSTROVNOY-3,Fishing,Russian Federation
3256,431501883,UNAVAILABLE,Fishing,Japan
3258,412549405,FU YUAN YU LENG 222,Fishing,China
3267,273392550,TORON,Fishing,Russian Federation
3275,412420954,XINHAI1201,Fishing,China
3277,412421012,XINHAI1207,Fishing,China
3278,412421036,XINHAI1227,Fishing,China
3279,412440254,FUYUANYULENG19,Fishing,China
3314,412549366,FUYUANYU  8638,Fishing,China
3318,431010791,UNAVAILABLE,Fishing,Japan
3320,431019099,UNAVAILABLE,Fishing,Japan
3322,431603290,UNAVAILABLE,Fishing,Japan
3325,431005892,UNAVAILABLE,Fishing,Japan
3327,431700660,UNAVAILABLE,Fishing,Japan
3329,431000542,UNAVAILABLE,Cargo,Japan
3333,431017629,NO1 SHINEIMARU,Fishing,Japan
3334,431016272,UNAVAILABLE,Fishing,Japan
3335,431012975,UNAVAILABLE,Fishing,Japan
3336,431501010,UNAVAILABLE,Fishing,Japan
3337,432776000,UNAVAILABLE,Fishing,Japan
3338,431601931,UNAVAILABLE,Fishing,Japan
3340,431601326,UNAVAILABLE,Fishing,Japan
3341,431601932,UNAVAILABLE,Fishing,Japan
3342,431010887,DAIKOKU MARU NO.8,Fishing,Japan
3345,412440252,FU YUAN YU LENG 15,Fishing,China
3352,431200070,UNAVAILABLE,Fishing,Japan
3367,412440812,MINXIAYU09775,Fishing,China
3385,416001414,UNAVAILABLE,Fishing,Taiwan
3398,200010373,DINSHATAISHAN06001,Fishing,
3407,413358834,TAI HE ZI JIN0,Cargo,China
3414,200021400,UNAVAILABLE,Fishing,
3440,413567172,UNAVAILABLE,Fishing,China
3446,412672050,UNAVAILABLE,Fishing,China
3449,412549057,HAI LI LENG 7,Cargo,China
3452,412439742,HAI FENG 2,Fishing,China
3453,412671990,ZHOU YU 693,Fishing,China
3480,563142100,EVER SUMMIT,Cargo,Singapore
3482,563000600,MAERSK SINGAPORE,Cargo,Singapore
3483,431000713,TOMI MARU NO.58,Fishing,Japan
3484,416000784,UNAVAILABLE,Fishing,Taiwan
3486,416468000,YM UNIFORMITY,Cargo,Taiwan
3488,412672060,UNAVAILABLE,Fishing,China
3489,412420171,HAI YI 713,Fishing,China
3492,477307900,MOL BENEFACTOR,Cargo,Hong Kong
3493,273397660,NEPTUNE,Fishing,Russian Federation
3508,273348590,VOSTOK,Cargo,Russian Federation
3516,273377520,SOLVEIGA,Fishing,Russian Federation
3520,273348520,PAVLOVSK,Cargo,Russian Federation
3540,477390300,SEASPAN ZAMBEZI,Cargo,Hong Kong
3543,273348130,CAPTAIN YAKUBOVICH,Cargo,Russian Federation
3544,273821400,EAST FISH-1,Fishing,Russian Federation
3564,215737000,MILAGRO,Cargo,Malta
3565,431602223,ONAMI NO.3,Cargo,Japan
3567,431006268,MASUEIMARU,Fishing,Japan
3569,431015308,UNAVAILABLE,Fishing,Japan
3573,431400891,NO.88 SHOUEI MARU,Cargo,Japan
3574,431013517,UNAVAILABLE,Fishing,Japan
3578,431009764,DAI3KENSHOMARU,Fishing,Japan
3582,431018526,UNAVAILABLE,Fishing,Japan
3584,431010309,KIKUMARU,Fishing,Japan
3591,416000231,DAR YEOU FA,Fishing,Taiwan
3593,416001052,UNAVAILABLE,Fishing,Taiwan
3594,248639000,DENSA EAGLE,Cargo,Malta
3596,431501762,UNAVAILABLE,Fishing,Japan
3598,431400774,SEIHOUMARU,Fishing,Japan
3602,431019963,HAYABUSAMARU NO68,Fishing,Japan
3605,431000281,UNAVAILABLE,Cargo,Japan
3606,431600482,FUKUWA MARU NO.3,Cargo,Japan
3607,431010858,UNAVAILABLE,Fishing,Japan
3608,431003982,ICHIFUKUMARU NO.11,Fishing,Japan
3609,416000361,CHIH CHI HSING NO1,Fishing,Taiwan
3614,416222600,UNAVAILABLE,Fishing,Taiwan
3616,787258911,787258911         9,Fishing,
3617,431300447,68HOURAIMARU,Cargo,Japan
3620,431017208,UNAVAILABLE,Fishing,Japan
3622,431010985,UNAVAILABLE,Fishing,Japan
3623,431012639,DAIKATSUMARU,Fishing,Japan
3624,431008157,UNAVAILABLE,Fishing,Japan
3627,431012518,UNAVAILABLE,Fishing,Japan
3629,431015818,FUJIMARU NO7,Fishing,Japan
3632,431501689,UNAVAILABLE,Fishing,Japan
3635,431782000,UNAVAILABLE,Fishing,Japan
